state,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
TX,2018-01,165550257.85999995,4379635,1803461,6385
IA,2022-10,165205101.42,2455285,1199703,3260
WI,2024-03,165111440.54999998,3606004,2085414,3654
IA,2023-04,165020773.76999998,2372052,1116962,3154
CO,2018-06,165003357.70999995,3057440,1430873,3262
IL,2018-05,164700374.13000003,5106194,3489753,15128
CT,2018-05,164611840.16000003,4162176,2364647,3399
IL,2018-04,164565896.42999998,5297170,3583593,15160
IA,2023-11,164488808.20000002,2475662,1061193,2893
OK,2022-09,164278868.49,1909948,1474357,3179
NM,2021-09,164060924.92000005,2065158,1292064,2053
MD,2018-10,163983776.74,2176127,1216866,4038
MD,2020-05,163914905.69000003,2156059,1259552,4202
OK,2022-12,163886929.97000003,1885224,1467234,3099
MD,2019-04,163787619.12000003,2124776,1188829,4150
TX,2018-05,163656398.57999998,4554394,1727921,6243
MD,2019-05,163585414.60999998,2096255,1174895,4060
IA,2022-11,163452708.79,2409242,1185860,3220
LA,2020-05,163310616.28000003,3300255,1740000,4570
OK,2023-09,163285740.95000002,1824811,1401991,3100
SC,2022-11,163172084.46,3010009,2065540,3221
CO,2020-04,163153453.30999997,2542283,930681,2839
WA,2018-11,163081490.85,4171130,3063733,3609
CT,2020-02,162653031.85000002,4049613,2403604,3415
TX,2020-03,162476714.73,3984902,1688979,6331
OK,2023-07,162397317.70000002,1781357,1355896,3039
CT,2018-01,162245940.95,3721071,2329648,3347
IL,2018-03,161994460.83,5230463,3551182,15315
NM,2021-04,161889874.32,2057699,1280860,2053
IA,2023-12,161692109.84999996,2397689,982227,2725
SC,2023-03,161521634.47,3067940,2126571,3294
SC,2024-02,161490995.14,2878952,1933883,3061
MD,2019-03,161326385.65,2078550,1175242,4064
OK,2024-03,160988448.35999998,1807569,1308376,3010
TX,2018-04,160973223.29999998,4711263,1729869,6280
OK,2023-11,160809538.57000002,1826102,1391897,3078
WA,2018-04,160731930.93999997,4353874,3126189,3780
IA,2023-09,160620695.03999996,2319663,1011374,2860
MD,2019-10,160620238.20000002,2254132,1254160,4204
MD,2019-01,160355538.82999998,2062913,1168589,4052
WI,2024-02,160337289.22,3740845,2156724,3697
CT,2022-02,159972732.92999998,5788452,2252762,3238
TX,2019-03,159840738.51000005,4404231,1696168,6133
IA,2022-08,159803141.48000002,2351484,1182743,3317
NM,2021-07,159743956.10999998,1910051,1180719,1938
CO,2018-02,159704987.47999996,3310072,1575625,3462
SC,2024-03,159664480.93999997,2748854,1839075,3014
IA,2022-09,159536193.44,2362289,1150632,3207
IL,2020-04,159513583.24999997,3715283,2103499,11287
CT,2019-09,159412178.77,3970096,2326486,3330
SC,2023-11,159363680.18000004,2737989,1886653,3026
CT,2021-01,159266494.34999996,4002310,2278901,3234
NM,2021-05,158998794.29999998,1920859,1177862,2015
SC,2022-09,158639454.59000003,2939508,1969059,3223
CT,2019-08,158439034.73,3942354,2333248,3304
AL,2023-10,158253538.69000006,2775104,2031131,2773
IA,2023-06,158158585.63000003,2254369,1032229,3005
IA,2022-03,158077531.91,2391011,1160154,3260
TX,2018-03,158031860.66,4256088,1740570,6279
IA,2022-12,157851759.68999997,2292868,1095781,3056
CT,2019-07,157849602.41000003,3971114,2283838,3285
SC,2024-04,157668270.43,2723478,1817257,3036
CT,2022-07,157501335.45000002,3764739,2269208,3052
WI,2024-10,157074784.79,3217288,1952216,3609
IA,2024-06,157042894.94,2121226,863018,2645
FL,2018-10,157041505.59000003,3742759,2059407,5805
TX,2019-02,156983549.38,4689807,1652491,6019
NM,2022-02,156972214.07,1896541,1179741,2031
NM,2021-06,156918470.7,1923103,1196323,1959
SC,2023-10,156609822.15,2623538,1833690,2991
IN,2018-12,156552267.71,3140875,1914079,4239
WI,2024-06,156367974.20000002,2761558,1700041,3353
WA,2020-03,156162303.50000003,3357712,2422633,3327
TX,2018-11,156022168.09,4376608,1618843,5992
CT,2018-08,155876755.34999993,4088615,2361218,3303
WI,2024-08,155766647.05999997,2844959,1788207,3212
MD,2018-05,155576155.92999998,2100456,1179981,4082
WA,2018-07,155523228.76000002,3996891,2916662,3551
SC,2022-05,155517500.13999996,2936172,1914697,3218
IN,2020-05,155267937.26,2607727,1483290,3801
SC,2023-01,155253447.90000004,2975198,2036535,3282
ME,2024-10,155236140.89,1202684,731238,1288
CT,2020-09,155077551.30999997,3791724,2242927,3245
CT,2018-04,154999113.67,3755838,2227213,3311
WA,2018-06,154970980.76,4087912,2956267,3664
MD,2020-04,154931621.37,1984327,1103254,3800
NM,2020-01,154804165.76999998,2146524,1343493,2050
IA,2022-01,154616362.8,2361753,1157852,3142
IA,2023-02,154318625.45,2228377,1078278,3089
IA,2021-09,154250349.10999998,2384749,1212681,3283
AL,2023-08,154090014.06000006,3080132,2274731,2867
CT,2019-02,154038747.33,3802071,2215381,3343
CT,2019-11,153991682.72000003,3842733,2230534,3312
CT,2018-03,153823967.96000004,3736217,2183528,3321
TX,2019-08,153754326.61,3552545,1669545,6214
WI,2024-07,153678340.69999996,2880396,1793082,3224
IA,2022-05,153300145.43,2262973,1079656,3159
WI,2023-03,153191544.46,3992029,2302704,3812
WA,2019-02,153146270.97,3585055,2678822,3479
OK,2022-03,153101017.91000006,1877077,1417992,3149
SC,2023-08,153057674.26000002,2418718,1745863,2933
SC,2024-05,152991847.92,2577890,1721869,3025
WA,2018-12,152780785.37000003,3800272,2801295,3446
SC,2023-12,152197913.44,2516370,1758498,2890
MD,2018-04,151970930.59,2065503,1167607,4028
SC,2024-10,151944743.53000003,2349565,1585204,2782
IA,2021-10,151897503.95000002,2366654,1157747,3252
IA,2021-03,151778204.25999996,2426249,1145025,3417
NM,2020-10,151669265.02,1961491,1176564,1987
CT,2018-11,151519441.42000002,3919929,2244018,3332
WI,2024-09,151514594.06000006,3038480,1853785,3439
IA,2023-07,151282286.46999997,2131358,908893,2706
WA,2018-02,151241658.13000003,4066827,2959123,3684
MD,2019-07,151216174.86,1967207,1097615,4088
TX,2018-12,151206415.82,3953335,1530225,5774
OK,2023-12,151145327.23,1696417,1298688,2994
TX,2018-02,151072467.11000004,4372689,1661729,6125
CT,2018-02,151006541.08,3636318,2196794,3281
TX,2018-09,150957701.21999994,4025511,1562271,5929
AL,2023-03,150919742.80999997,2936056,2169250,2812
IA,2021-08,150811558.01,2389520,1176489,3375
OK,2022-01,150805449.66,1780415,1381803,3028
WI,2023-05,150786493.04999998,3902699,2274295,3826
TX,2020-05,150758343.64999998,3335710,1437253,5701
MD,2018-11,150603179.71999997,1946558,1087919,3924
AL,2023-11,150484251.91999996,2699449,1967760,2719
WA,2018-09,150483779.47,3892261,2866893,3513
AL,2024-02,150304361.47000003,2632123,1903957,2662
ME,2024-08,150259060.55999997,1122257,690742,1227
IA,2022-04,150188089.41,2266273,1075023,3134
SC,2023-05,150131467.67,2803364,1944644,3179
SC,2022-04,150050126.86,2793372,1826318,3255
ME,2024-05,149948771.89999998,1247987,767691,1294
SC,2022-06,149930579.94,2615960,1757360,3200
SC,2024-08,149896687.18000004,2375942,1629048,2837
AL,2023-05,149618921.16999996,2821510,2032813,2837
IN,2018-01,149583113.84000006,4407352,2376035,4346
MD,2018-01,149451133.76,2093711,1174129,3902
ME,2024-03,149411577.86000004,1231730,749203,1306
TX,2018-08,149378326.27000004,3442052,1727249,6328
CT,2019-06,149358351.03,3689265,2180223,3360
ME,2024-01,149274702.14999998,1307912,776902,1318
MD,2018-08,149173036.10000002,1990727,1157219,4063
AL,2024-04,149114531.55,2501482,1795978,2656
CT,2020-12,149047792.06,3663991,2049515,3073
WV,2020-01,149008090.1,1906663,1311905,1950
MD,2019-06,148765157.82000002,1891035,1087739,3976
MD,2018-03,148582457.60999998,2015249,1144401,3964
CT,2020-11,148564540.62000006,3580351,2106399,3102
WI,2023-01,148452247.09,3822782,2176723,3736
CT,2018-06,148430392.94999996,3806795,2166041,3302
AL,2024-01,148424801.17999998,2517774,1835076,2683
NM,2021-01,148390993.39,1874260,1133775,1972
NM,2019-10,148321759.87000003,2121071,1311294,2052
IA,2021-04,148230501.88999993,2393010,1128892,3355
NM,2024-11,148211320.6,1603735,969227,1654
FL,2018-08,148156280.59000003,3339254,1883483,5432
MD,2019-08,148047528.84,2005885,1140752,4083
MN,2018-05,148002326.16,4359497,1948466,3718
IA,2021-11,147949845.45999995,2304948,1131545,3251
ME,2024-09,147897304.74,1106158,674760,1275
MN,2018-09,147779883.57000002,3897201,1835540,3570
AL,2022-10,147727459.11999997,2970072,2161666,2775
IA,2021-12,147180993.07999998,2275683,1093428,3153
WI,2023-10,147037998.14,3774254,2214388,3954
CT,2018-07,146845587.37999997,3806770,2167677,3213
IL,2018-02,146738263.75,4758992,3213764,14649
AL,2024-10,146696014.46,2418031,1781189,2596
AL,2024-03,146461273.46,2401032,1724006,2629
NM,2021-02,146423008.47,1819990,1106873,1988
IA,2024-11,146410250.57000002,1888724,806334,2451
ME,2023-05,146375232.99,1321688,789545,1330
CT,2018-12,146236974.35000002,3781526,2090491,3190
CT,2019-12,146162912.94,3718977,2098158,3242
MD,2019-11,146072434.70999998,2078849,1137616,4015
MD,2018-12,145996465.23999998,1820594,1018911,3811
CT,2020-07,145917175.82999998,3580989,2045562,3075
ME,2024-07,145909273.13,1133030,695314,1215
NM,2020-07,145905624.18999997,1835492,1096762,1917
SC,2024-07,145584881.73999998,2212308,1516702,2822
MD,2019-02,145405896.68,1857795,1065864,3885
MD,2019-09,145381717.57999995,1997468,1120677,4001
CT,2018-09,145211151.17999998,3790018,2182086,3223
ME,2023-10,145158607.92000002,1261317,768077,1358
OK,2022-06,145099821.34000003,1757708,1331504,3061
AL,2023-01,144970255.27000004,2995573,2140443,2776
CT,2024-11,144965809.63,2939009,1897404,2696
NM,2020-08,144864536.21999997,1815601,1086646,1942
NM,2020-09,144683699.17,1885193,1132530,1979
IA,2021-05,144672028.76,2274435,1045307,3246
MN,2018-01,144590565.59,4294824,2007881,3710
AL,2022-08,144419634.72000003,2992976,2202403,2835
NM,2018-01,144256728.84999996,2258740,1419532,2099
NM,2020-02,144141192.15999997,1941843,1200586,2000
WI,2023-08,144135981.12999997,3305449,2070563,3414
OK,2022-04,143892128.47,1736045,1317802,3082
OK,2022-07,143889057.6,1675216,1280904,3037
ME,2023-03,143702706.3,1347394,810188,1331
IN,2018-10,143686834.38000005,3870498,2448700,4507
IA,2022-06,143556664.98000002,2134477,1041716,3075
IA,2022-07,143419841.17999998,2045276,963514,2947
AL,2023-12,143251031.11999997,2438551,1789590,2557
CT,2021-02,143215103.38000003,3498708,2032882,3130
PA,2020-09,143181387.5,2276862,1302320,3860
SC,2023-09,143003706.42,2328616,1632733,2820
LA,2020-04,142830811.11999997,2761975,1265541,3944
MD,2018-09,142811930.73000002,1854787,1056193,3783
CT,2020-08,142615392.5,3467851,2045796,3076
NM,2020-12,142585389.39,1777518,1031104,1936
NM,2019-08,142578122.63,1995987,1234001,2043
ME,2024-02,142493999.32999998,1209583,737185,1305
ME,2023-08,142452941.83999997,1202736,728950,1264
WV,2019-10,142445231.6,1693602,1166292,1999
TX,2019-07,142430833.67,2690049,1546825,5673
MD,2018-06,142306097.95999998,1901136,1104425,3993
IL,2018-11,142221500.32,4474108,2722953,13713
OK,2022-05,142194682.09999996,1691884,1271723,3068
MI,2024-12,142193353.94,2557716,1985397,4507
MS,2022-08,141753737.35000002,3138305,1793306,3180
AL,2024-05,141716802.10999998,2239143,1594371,2574
TX,2020-04,141677480.51,2979820,1171096,5149
IN,2018-03,141483577.63,3806408,2264810,4327
ME,2024-04,141443917.89,1167240,720124,1280
MS,2023-08,141379134.32,2531416,1652109,2865
MD,2018-02,141378185.95,1933659,1096049,3853
IN,2018-08,141360485.15,3771424,2400350,4563
SC,2023-02,141321552.66,2703319,1877945,3188
MD,2019-12,141320172.3,1906634,1080385,3900
NM,2018-10,141315309.58999994,2212946,1414634,2042
SC,2022-07,141284625.82999998,2407628,1646709,3079
MD,2018-07,141203597.89,1879006,1063937,3947
AL,2023-04,141064310.05,2603402,1926224,2754
NM,2018-08,140892000.35000002,2180973,1369206,2029
WI,2023-04,140665349.14000002,3616401,2090394,3703
NM,2020-06,140126739.66,1715974,1013647,1882
ME,2024-11,140064809.26000002,912360,559309,1144
SC,2022-12,140029937.98999998,2577406,1784285,3101
AL,2023-06,139991671.95,2501683,1815788,2736
MN,2018-08,139916717.72000003,4027970,2033451,3536
SC,2024-09,139841097.03,2219648,1497375,2750
IA,2022-02,139824847.24999997,2126401,1016771,3075
IA,2021-07,139765495.99,2132419,1001426,3114
AL,2021-08,139737093.04,3046217,2248646,2899
IL,2018-06,139669641.0,3951595,2820267,13563
IA,2021-06,139638314.79000005,2177973,1043520,3193
ME,2024-06,139542255.77999997,1073407,658592,1239
NM,2020-11,139495247.56,1765134,1051738,1939
AR,2024-04,139473091.61999997,2404131,1145866,2960
AL,2022-11,139185777.36999997,2820793,2046400,2744
ME,2023-09,138998209.70000002,1179849,703974,1323
ME,2023-11,138943333.81,1194750,726219,1348
MN,2018-03,138797417.44000003,4219666,1928456,3754
IL,2018-07,138772957.91000003,4043262,2945340,13694
NM,2018-03,138697326.68,2132325,1306310,2047
IA,2019-10,138576857.84,2209091,1110176,3286
NM,2019-01,138492390.67999998,2086720,1304528,2025
MN,2018-04,138456137.66,4111753,1881835,3726
ME,2023-06,138384073.17999998,1217844,740555,1335
IA,2020-01,138381375.23000002,2176194,1067061,3186
FL,2018-07,138311833.66,3085796,1752424,5157
FL,2018-06,138218080.88000003,2884776,1653447,4957
WI,2023-11,138121773.92999998,3509263,2053211,3749
IN,2018-05,138091661.65,3768035,2278614,4375
AL,2023-02,138021017.48,2706257,1975565,2746
ME,2023-07,138004220.06,1105223,664476,1240
FL,2018-11,137933259.35,3292164,1792875,5377
ME,2023-12,137928306.42,1066839,645346,1296
NM,2019-12,137789170.0,1853048,1127149,1948
AL,2024-09,137694638.83,2158710,1601448,2530
NM,2019-04,137333813.69,2072685,1279995,2074
SC,2023-04,137150424.75,2527415,1774540,3098
NM,2019-03,137097786.67,1991902,1230063,2030
AL,2022-01,136685517.82,2897773,2127564,2818
OK,2024-04,136429568.64,1542435,1097620,2782
NM,2019-11,136412432.01,1848650,1132126,1972
NM,2018-05,136368392.34,2099500,1294268,2032
AL,2024-08,136041976.0,2409704,1778263,2613
IN,2018-11,135968376.04000005,3431743,2152283,4299
IA,2020-10,135919187.45000005,2194569,1024076,3054
AR,2024-05,135842664.00999996,2224798,1067210,2882
WI,2022-03,135710084.19000003,3665267,2148978,3873
IL,2018-08,135601882.22000003,4109748,2962723,13823
AR,2024-10,135436360.11999997,2148547,1092823,2824
AL,2022-03,135305760.11,2819243,2013155,2885
AL,2022-09,135304976.88000003,2778820,2007910,2772
WI,2023-06,135210585.97000003,3265218,2025103,3506
KS,2023-08,135160190.04,1572080,942175,2126
NM,2019-05,135143166.65,1983561,1219871,2061
MS,2020-01,135124050.54000002,2864200,1705883,3366
WV,2019-11,135007632.21000004,1537641,1069867,1877
OK,2024-08,135002673.87000003,1522873,1138407,2803
WA,2020-05,134855896.16000003,2914606,2032811,2913
NM,2019-09,134824686.03,1910916,1165263,1993
MS,2022-09,134800833.81999996,3474281,1780632,3055
KS,2024-04,134737306.14000002,1467310,829480,1998
MS,2024-02,134678757.75,2376767,1451869,2736
OK,2021-12,134443946.1,1679869,1292154,3017
ME,2023-04,134396523.86,1179839,716349,1315
NM,2019-07,134365429.22999996,1887258,1153636,1980
MS,2019-10,134336141.66,2880469,1728964,3399
FL,2018-05,134332348.36000004,3105263,1671871,5173
AL,2023-09,134078936.77999999,2561996,1891722,2696
IN,2018-02,134073574.93000004,3724864,2158220,4239
OK,2024-10,134019576.72000003,1536313,1128245,2754
IA,2021-01,133959832.80000001,2101270,920507,3024
SC,2022-03,133958307.79999998,2944408,2050134,3317
MN,2024-12,133792062.74999999,1050039,519971,2395
WV,2022-10,133738993.40000004,1842006,1207705,1951
KS,2023-10,133581228.25000003,1542005,904248,2173
IN,2018-04,133286018.78,3599341,2208489,4379
AL,2023-07,133241684.87000003,2319767,1692175,2674
CT,2020-03,133118368.48,3297333,1800735,3175
FL,2024-12,133089514.06000002,2618213,1518723,5553
NM,2018-04,133067731.27000001,2072543,1280109,2026
CT,2020-06,133028866.63999999,3158082,1788692,3027
NM,2020-03,132832180.07999998,1685257,979712,1961
WI,2023-09,132786165.35999998,3414318,2022138,3670
OK,2021-11,132723778.64999998,1692702,1303007,3030
MS,2022-10,132710530.80000001,3309812,1742856,2894
MS,2023-05,132699374.80999997,2385425,1497317,2881
TX,2019-06,132657494.78000003,2494605,1428931,5348
MS,2023-10,132337090.83999999,2250380,1466649,2776
OK,2024-05,132314815.07000001,1490046,1062756,2776
IN,2020-04,132112285.92000005,2172504,1107226,2938
MS,2019-01,132032477.22,2815311,1733278,3342
MS,2022-01,132020800.29000002,2673101,1701736,3069
SC,2024-06,132008367.92000002,2081064,1435062,2803
KS,2024-05,131912735.47,1365812,775078,1924
ME,2023-01,131873378.10000001,1199705,730582,1276
FL,2018-09,131835518.47,3239646,1804394,5334
MN,2018-02,131712953.20999998,3892230,1803337,3614
OR,2024-05,131665178.8,2399841,1606529,3033
WV,2022-03,131571562.04,1894403,1242364,1936
AR,2023-05,131386869.49000001,2414728,1297470,3194
MS,2023-06,131170803.61000001,2265233,1405333,2801
MS,2021-08,131025298.21999997,2633342,1733518,3108
TX,2018-07,130953849.91999997,2444638,1502201,5561
AL,2022-05,130847687.04,2684871,1867672,2839
AL,2021-09,130492396.46999997,2770488,2034006,2833
SC,2023-06,130450041.01,2247553,1593229,3030
AL,2021-10,130447237.11999997,2613559,1897447,2799
CO,2024-12,130434856.73999998,1341129,696190,2681
NM,2018-11,130426316.87999995,2018542,1284481,2017
WI,2023-02,130406709.60000002,3370543,1945253,3598
IA,2020-02,130366706.96,2056337,1003249,3161
KS,2024-03,130190621.29,1386133,789827,1965
KS,2024-01,130189901.88000003,1396785,798478,1987
NM,2018-02,130043201.06,2042424,1289080,2027
WI,2023-12,130017714.03,3185082,1914747,3519
WI,2022-01,129968826.84,3493134,2066252,3961
MN,2018-06,129896124.30999999,3667522,1756571,3428
KS,2024-02,129636265.92999998,1435138,836063,1985
KS,2023-03,129609951.07,1644238,999233,2217
AL,2021-11,129502896.15000004,2620848,1921820,2811
MS,2022-03,129406612.77999999,2649681,1595251,3178
MS,2023-07,129392246.2,2164463,1370728,2729
MS,2023-03,129388456.74999997,2472061,1563592,2947
SC,2023-07,129348131.20000002,2025252,1475464,2911
MS,2024-04,129041061.73000002,2167715,1341484,2690
IA,2020-09,128957314.66,2011952,983481,3057
NM,2018-07,128898975.45999996,1949934,1203765,1929
WV,2020-02,128394258.13000003,1746068,1200931,1921
MS,2018-10,128378711.77000001,2862742,1718902,3368
IA,2020-12,128371774.92000002,2032910,872536,2951
IN,2018-07,128315166.61999999,3372133,2129454,4275
TX,2018-06,128276469.01,2514084,1489019,5541
WI,2022-11,128270403.78,3341292,1987903,3777
KS,2024-10,128200493.73999998,1292415,722710,1829
MN,2018-07,128191994.42,3726040,1780086,3385
MS,2024-03,128157478.59999998,2104126,1303377,2671
IA,2021-02,128037591.08000001,2031568,913303,3066
AL,2022-04,127934661.52000001,2567750,1842415,2838
NM,2018-09,127920769.28999999,1915801,1196434,1973
KS,2024-07,127894818.26,1218136,679866,1724
AR,2023-03,127797917.53999999,2457930,1368182,3281
IL,2018-10,127773859.22,4300584,2513007,12887
IA,2019-04,127771046.71,2019523,1028700,3321
MS,2024-01,127637525.31,2224781,1392041,2665
IA,2019-05,127627464.75999999,1976497,979434,3285
NM,2018-06,127603763.92000003,1922761,1179102,1929
WI,2022-08,127599886.85000001,3124298,1991556,3402
AL,2022-06,127578795.65000002,2517288,1812794,2771
IN,2018-09,127478526.03000003,3285051,2078503,4240
MS,2018-08,127378170.92000002,3095012,1718357,3408
WI,2022-10,127305470.92000002,3423211,1994019,3866
MS,2024-10,127244327.84999998,1893141,1231272,2526
MS,2019-08,127193153.16000001,2670260,1635859,3364
WI,2023-07,127094866.72999999,2931283,1847139,3197
MS,2023-11,127093384.27000001,2178549,1421893,2681
IA,2019-09,126728241.53000002,1949815,969887,3127
NM,2019-06,126530271.76000002,1794564,1105541,1952
OR,2024-04,126522555.87999998,2363881,1587821,2991
AR,2023-08,126440176.27999999,2324861,1272358,3103
WV,2022-08,126341237.28999999,1898616,1233533,1918
